Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,Amarillo,United States,Nick Radford,Office Star,5/2/2021,US-2021-109400,79109,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Central,Consumer,5/6/2021,Standard Class,Texas,Chairs,0.3,-110.0232,4,366.744
Furniture,New York City,United States,Edward Hooks,Eldon,5/2/2021,US-2021-158155,10009,Eldon 200 Class Desk Accessories,East,Corporate,5/6/2021,Standard Class,New York,Furnishings,0,4.0192,2,12.56
Furniture,New York City,United States,Edward Hooks,Howard Miller,5/2/2021,US-2021-158155,10009,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,Corporate,5/6/2021,Standard Class,New York,Furnishings,0,83.733,5,214.7
Office Supplies,Houston,United States,Bryan Davis,Panasonic,5/2/2021,US-2021-148698,77070,Panasonic KP-380BK Classic Electric Pencil Sharpener,Central,Consumer,5/7/2021,Standard Class,Texas,Art,0.2,5.397000000,3,86.352
Office Supplies,New York City,United States,Cindy Chapman,Poly,5/2/2021,US-2021-146836,10024,Poly Designer Cover & Back,East,Consumer,5/2/2021,Same Day,New York,Binders,0.2,15.9516,3,45.576
Office Supplies,New York City,United States,Edward Hooks,Other,5/2/2021,US-2021-158155,10009,Vinyl Sectional Post Binders,East,Corporate,5/6/2021,Standard Class,New York,Binders,0.2,33.93,3,90.48
Office Supplies,Irving,United States,Adam Shillingsburg,Avery,5/2/2021,US-2021-104311,75061,Avery 502,Central,Consumer,5/6/2021,Standard Class,Texas,Labels,0.2,1.764,2,5.04
Office Supplies,New York City,United States,Edward Hooks,Southworth,5/2/2021,US-2021-158155,10009,Southworth Parchment Paper & Envelopes,East,Corporate,5/6/2021,Standard Class,New York,Paper,0,6.0168,2,13.08
Office Supplies,Irving,United States,Adam Shillingsburg,Akro,5/2/2021,US-2021-104311,75061,Akro Stacking Bins,Central,Consumer,5/6/2021,Standard Class,Texas,Storage,0.2,-3.7872,3,18.936
Office Supplies,New York City,United States,Cindy Chapman,Other,5/2/2021,US-2021-146836,10024,Super Decoflex Portable Personal File,East,Consumer,5/2/2021,Same Day,New York,Storage,0,12.5832,3,44.94
Office Supplies,Irving,United States,Adam Shillingsburg,Sterilite,5/2/2021,US-2021-104311,75061,Sterilite Show Offs Storage Containers,Central,Consumer,5/6/2021,Standard Class,Texas,Storage,0.2,-3.168,3,12.672
Furniture,Newark,United States,Susan MacKendrick,Other,5/3/2021,US-2021-129280,43055,"Computer Room Manger, 14""",East,Consumer,5/5/2021,First Class,Ohio,Furnishings,0.2,10.3936,2,51.968
Office Supplies,Chicago,United States,Christy Brittain,Acco,5/3/2021,US-2021-163398,60653,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Central,Consumer,5/8/2021,Standard Class,Illinois,Appliances,0.8,-71.2962,3,26.406
Office Supplies,Chicago,United States,Christy Brittain,Newell,5/3/2021,US-2021-163398,60653,Newell 316,Central,Consumer,5/8/2021,Standard Class,Illinois,Art,0.2,2.7384,7,27.384
Office Supplies,Chicago,United States,Christy Brittain,Other,5/3/2021,US-2021-163398,60653,Heavy-Duty E-Z-D Binders,Central,Consumer,5/8/2021,Standard Class,Illinois,Binders,0.8,-3.6003,1,2.182
Office Supplies,Newark,United States,Susan MacKendrick,Avery,5/3/2021,US-2021-129280,43055,Avery 496,East,Consumer,5/5/2021,First Class,Ohio,Labels,0.2,2.1,2,6
Office Supplies,Newark,United States,Susan MacKendrick,Tennsco,5/3/2021,US-2021-129280,43055,Tennsco Industrial Shelving,East,Consumer,5/5/2021,First Class,Ohio,Storage,0.2,-44.019,5,195.64
Technology,Newark,United States,Susan MacKendrick,Logitech,5/3/2021,US-2021-129280,43055,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),East,Consumer,5/5/2021,First Class,Ohio,Accessories,0.2,-75.5958,3,431.976
Technology,Newark,United States,Susan MacKendrick,Imation,5/3/2021,US-2021-129280,43055,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,East,Consumer,5/5/2021,First Class,Ohio,Accessories,0.2,34.7865,5,132.52
Technology,Newark,United States,Susan MacKendrick,Cisco,5/3/2021,US-2021-129280,43055,Cisco 8961 IP Phone Charcoal,East,Consumer,5/5/2021,First Class,Ohio,Machines,0.7,-164.9538,3,224.937
Furniture,Chattanooga,United States,Zuschuss Donatelli,Eldon,5/5/2021,US-2021-147991,37421,"Eldon Image Series Desk Accessories, Burgundy",South,Consumer,5/9/2021,Standard Class,Tennessee,Furnishings,0.2,3.344,5,16.72
Furniture,San Francisco,United States,Amy Hunt,Hon,5/5/2021,US-2021-126165,94109,Hon 61000 Series Interactive Training Tables,West,Consumer,5/7/2021,Second Class,California,Tables,0.2,-1.7772,2,71.088
Furniture,Henderson,United States,Lindsay Williams,Global,5/5/2021,US-2021-102239,89015,Global Adaptabilities Conference Tables,West,Corporate,5/6/2021,First Class,Nevada,Tables,0,320.3172,6,1685.88
Furniture,Encinitas,United States,Darrin Martin,Bevis,5/5/2021,US-2021-160500,92024,Bevis 36 x 72 Conference Tables,West,Consumer,5/8/2021,First Class,California,Tables,0.2,7.469400000,3,298.776
Office Supplies,Henderson,United States,Lindsay Williams,Avery,5/5/2021,US-2021-102239,89015,Avery Poly Binder Pockets,West,Corporate,5/6/2021,First Class,Nevada,Binders,0.2,2.0048,2,5.728
Office Supplies,Encinitas,United States,Darrin Martin,Other,5/5/2021,US-2021-160500,92024,Computer Printout Index Tabs,West,Consumer,5/8/2021,First Class,California,Binders,0.2,2.352,5,6.72
Office Supplies,Tallahassee,United States,Rick Bensley,Other,5/5/2021,US-2021-105662,32303,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",South,Home Office,5/9/2021,Standard Class,Florida,Paper,0.2,31.4712,4,93.248
Office Supplies,Louisville,United States,Natalie DeCherney,Xerox,5/5/2021,US-2021-145247,40214,Xerox 1909,South,Consumer,5/7/2021,First Class,Kentucky,Paper,0,36.4044,3,79.14
Office Supplies,Murfreesboro,United States,Patrick Jones,Xerox,5/5/2021,US-2021-112676,37130,Xerox 1965,South,Corporate,5/8/2021,First Class,Tennessee,Paper,0.2,5.2026,3,14.352
Office Supplies,Los Angeles,United States,Barry Franz,Other,5/5/2021,US-2021-137729,90004,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",West,Home Office,5/9/2021,Standard Class,California,Storage,0,1.0166,1,5.98
Technology,Tallahassee,United States,Rick Bensley,Avaya,5/5/2021,US-2021-105662,32303,Avaya 4621SW VoIP phone,South,Home Office,5/9/2021,Standard Class,Florida,Phones,0.2,19.9665,3,177.48
Technology,Los Angeles,United States,Barry Franz,Cisco,5/5/2021,US-2021-137729,90004,Cisco Small Business SPA 502G VoIP phone,West,Home Office,5/9/2021,Standard Class,California,Phones,0.2,21.5397,3,246.168
Furniture,Bakersfield,United States,Gene McClure,Executive Impressions,5/6/2021,US-2021-137393,93309,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",West,Consumer,5/10/2021,Standard Class,California,Furnishings,0,14.144,4,41.6
Furniture,Lorain,United States,Brad Eason,DAX,5/6/2021,US-2021-118052,44052,DAX Solid Wood Frames,East,Home Office,5/10/2021,Standard Class,Ohio,Furnishings,0.2,11.6263,7,54.712
Office Supplies,Springfield,United States,Brad Eason,Belkin,5/6/2021,US-2021-146857,65807,Belkin 5 Outlet SurgeMaster Power Centers,Central,Home Office,5/8/2021,Second Class,Missouri,Appliances,0,15.2544,1,54.48
Office Supplies,Chicago,United States,Art Ferguson,Other,5/6/2021,US-2021-139234,60610,Insertable Tab Post Binder Dividers,Central,Consumer,5/10/2021,Standard Class,Illinois,Binders,0.8,-5.2932,2,3.208
Office Supplies,Lorain,United States,Brad Eason,Advantus,5/6/2021,US-2021-118052,44052,Advantus T-Pin Paper Clips,East,Home Office,5/10/2021,Standard Class,Ohio,Fasteners,0.2,1.7138,2,7.216
Office Supplies,Lorain,United States,Brad Eason,Xerox,5/6/2021,US-2021-118052,44052,Xerox 1951,East,Home Office,5/10/2021,Standard Class,Ohio,Paper,0.2,15.49,2,49.568
Technology,Chicago,United States,Art Ferguson,Logitech,5/6/2021,US-2021-139234,60610,Logitech Desktop MK120 Mouse and keyboard Combo,Central,Consumer,5/10/2021,Standard Class,Illinois,Accessories,0.2,-3.272,2,26.176
Furniture,New York City,United States,Caroline Jumper,Hon,5/7/2021,US-2021-128818,10009,Hon Mobius Operator's Chair,East,Consumer,5/11/2021,Standard Class,New York,Chairs,0.1,59.0352,4,442.764
Furniture,New York City,United States,Caroline Jumper,Staple-based wall hangings,5/7/2021,US-2021-128818,10009,Staple-based wall hangings,East,Consumer,5/11/2021,Standard Class,New York,Furnishings,0,28.0192,8,63.68
Office Supplies,New York City,United States,Caroline Jumper,GBC,5/7/2021,US-2021-128818,10009,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",East,Consumer,5/11/2021,Standard Class,New York,Binders,0.2,30.8966,7,85.232
Office Supplies,New York City,United States,Caroline Jumper,Other,5/7/2021,US-2021-128818,10009,Alphabetical Labels for Top Tab Filing,East,Consumer,5/11/2021,Standard Class,New York,Labels,0,22.2,3,44.4
Technology,New York City,United States,Caroline Jumper,SanDisk,5/7/2021,US-2021-128818,10009,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,East,Consumer,5/11/2021,Standard Class,New York,Accessories,0,21.9945,5,199.95
Technology,New York City,United States,Caroline Jumper,Other,5/7/2021,US-2021-128818,10009,Bady BDG101FRU Card Printer,East,Consumer,5/11/2021,Standard Class,New York,Machines,0,1159.9855,5,3999.95
Furniture,Toronto,Canada,Carol Triggs,Other,5/7/2021,CA-2021-169856,M3C,"Lifetime Advantage Folding Chairs, 4/Carton",East,Consumer,5/12/2021,Standard Class,Ontario,Chairs,0,16.96,6,37.68
Furniture,Toronto,Canada,Carol Triggs,Balt,5/7/2021,CA-2021-169856,M3C,Balt Split Level Computer Training Table,East,Consumer,5/12/2021,Standard Class,Ontario,Tables,0,0.6,1,2.21
Office Supplies,Toronto,Canada,Carol Triggs,Newell,5/7/2021,CA-2021-169856,M3C,Newell 335,East,Consumer,5/12/2021,Standard Class,Ontario,Art,0,3.11,1,6.48
Office Supplies,Toronto,Canada,Carol Triggs,Acco,5/7/2021,CA-2021-169856,M3C,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,Consumer,5/12/2021,Standard Class,Ontario,Binders,0.7,-6.12,4,8.74
Furniture,Dover,United States,George Bell,Tenex,5/8/2021,US-2021-164672,19901,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,Corporate,5/13/2021,Second Class,Delaware,Furnishings,0,42.392,2,211.96
Office Supplies,Los Angeles,United States,Trudy Brown,Xerox,5/8/2021,US-2021-111696,90004,Xerox 1920,West,Consumer,5/10/2021,First Class,California,Paper,0,8.073,3,17.94
Office Supplies,Cleveland,United States,Clay Ludtke,Xerox,5/8/2021,US-2021-106530,44105,Xerox 1898,East,Consumer,5/8/2021,Same Day,Ohio,Paper,0.2,3.7408,2,10.688
Office Supplies,Cleveland,United States,Clay Ludtke,Xerox,5/8/2021,US-2021-106530,44105,Xerox 222,East,Consumer,5/8/2021,Same Day,Ohio,Paper,0.2,3.6288,2,10.368
Office Supplies,Cleveland,United States,Clay Ludtke,Other,5/8/2021,US-2021-106530,44105,Hanging Personal Folder File,East,Consumer,5/8/2021,Same Day,Ohio,Storage,0.2,1.57,2,25.12
Office Supplies,Cleveland,United States,Clay Ludtke,Smead,5/8/2021,US-2021-106530,44105,Smead Adjustable Mobile File Trolley with Lockable Top,East,Consumer,5/8/2021,Same Day,Ohio,Storage,0.2,88.029900000,3,1006.056
Technology,Cleveland,United States,Clay Ludtke,SanDisk,5/8/2021,US-2021-106530,44105,SanDisk Cruzer 64 GB USB Flash Drive,East,Consumer,5/8/2021,Same Day,Ohio,Accessories,0.2,7.264000000,2,58.112
Office Supplies,Austin,United States,Cynthia Voltz,Euro Pro,5/9/2021,US-2021-144057,78745,Euro Pro Shark Stick Mini Vacuum,Central,Corporate,5/13/2021,Standard Class,Texas,Appliances,0.8,-131.7168,4,48.784
Office Supplies,New York City,United States,Paul Stevenson,Sanford,5/9/2021,US-2021-161158,10024,Sanford Pocket Accent Highlighters,East,Home Office,5/13/2021,Standard Class,New York,Art,0,3.44,5,8
Office Supplies,Philadelphia,United States,Julia West,Newell,5/9/2021,US-2021-109176,19140,Newell 319,East,Consumer,5/15/2021,Standard Class,Pennsylvania,Art,0.2,9.920000000,5,79.36
Office Supplies,Salem,United States,Thea Hendricks,Other,5/9/2021,US-2021-159765,24153,4009 Highlighters by Sanford,South,Consumer,5/12/2021,Second Class,Virginia,Art,0,9.1938,7,27.86
Office Supplies,Austin,United States,Cynthia Voltz,GBC,5/9/2021,US-2021-144057,78745,GBC VeloBind Cover Sets,Central,Corporate,5/13/2021,Standard Class,Texas,Binders,0.8,-27.792,6,18.528
Office Supplies,Austin,United States,Cynthia Voltz,Ibico,5/9/2021,US-2021-144057,78745,Ibico Standard Transparent Covers,Central,Corporate,5/13/2021,Standard Class,Texas,Binders,0.8,-20.4352,4,13.184
Office Supplies,Philadelphia,United States,Julia West,Staple envelope,5/9/2021,US-2021-109176,19140,Staple envelope,East,Consumer,5/15/2021,Standard Class,Pennsylvania,Envelopes,0.2,3.504,1,9.344
Office Supplies,Los Angeles,United States,Ricardo Sperren,TOPS,5/9/2021,US-2021-159093,90036,"TOPS Money Receipt Book, Consecutively Numbered in Red,",West,Corporate,5/14/2021,Standard Class,California,Paper,0,14.418,4,32.04
Office Supplies,Austin,United States,Cynthia Voltz,Xerox,5/9/2021,US-2021-144057,78745,Xerox 1911,Central,Corporate,5/13/2021,Standard Class,Texas,Paper,0.2,26.824,2,76.64
Office Supplies,Austin,United States,Cynthia Voltz,Other,5/9/2021,US-2021-144057,78745,"Hot File 7-Pocket, Floor Stand",Central,Corporate,5/13/2021,Standard Class,Texas,Storage,0.2,107.082,6,856.656
Technology,Seattle,United States,Sonia Sunley,Sony,5/9/2021,US-2021-169166,98115,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,West,Consumer,5/14/2021,Standard Class,Washington,Accessories,0,13.1572,2,93.98
Technology,Houston,United States,Mick Brown,Other,5/9/2021,US-2021-112382,77036,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Central,Consumer,5/13/2021,Standard Class,Texas,Phones,0.2,1.9136,2,19.136
Office Supplies,Chicago,United States,Gene McClure,Other,5/10/2021,US-2021-117625,60610,Grip Seal Envelopes,Central,Consumer,5/15/2021,Standard Class,Illinois,Envelopes,0.2,2.3868,2,7.072
Office Supplies,Seattle,United States,Roger Demir,Xerox,5/10/2021,US-2021-161543,98105,Xerox 1965,West,Consumer,5/16/2021,Standard Class,Washington,Paper,0,5.8604,2,11.96
Technology,Philadelphia,United States,Christopher Schild,ClearOne,5/10/2021,US-2021-133816,19134,ClearOne CHATAttach 160 - speaker phone,East,Home Office,5/13/2021,Second Class,Pennsylvania,Phones,0.4,-123.998,2,743.988
Office Supplies,Los Angeles,United States,Ted Trevino,Xerox,5/11/2021,US-2021-162733,90045,Xerox 1920,West,Consumer,5/12/2021,First Class,California,Paper,0,2.691,1,5.98
Furniture,New York City,United States,Harry Marie,OIC,5/12/2021,US-2021-100510,10024,OIC Stacking Trays,East,Corporate,5/17/2021,Standard Class,New York,Furnishings,0,4.4088,3,10.02
Office Supplies,Mission Viejo,United States,Vivian Mathis,Staple holder,5/12/2021,US-2021-123610,92691,Staple holder,West,Consumer,5/16/2021,Standard Class,California,Appliances,0,2.3409,1,8.67
Office Supplies,Virginia Beach,United States,Vivek Grady,Rogers,5/12/2021,US-2021-109911,23464,Rogers Handheld Barrel Pencil Sharpener,South,Corporate,5/16/2021,Standard Class,Virginia,Art,0,2.9592,4,10.96
Office Supplies,Seattle,United States,Jill Matthias,Other,5/12/2021,US-2021-167416,98105,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",West,Consumer,5/17/2021,Standard Class,Washington,Envelopes,0,26.901,5,54.9
Office Supplies,Philadelphia,United States,Filia McAdams,Belkin,5/12/2021,US-2021-101196,19140,"Belkin 19"" Vented Equipment Shelf, Black",East,Corporate,5/17/2021,Standard Class,Pennsylvania,Storage,0.2,-19.5624,2,82.368
Technology,Mission Viejo,United States,Vivian Mathis,Memorex,5/12/2021,US-2021-123610,92691,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,West,Consumer,5/16/2021,Standard Class,California,Accessories,0,46.8,6,120
Technology,New York City,United States,Harry Marie,Jawbone,5/12/2021,US-2021-100510,10024,Jawbone JAMBOX Wireless Bluetooth Speaker,East,Corporate,5/17/2021,Standard Class,New York,Phones,0,303.3408,4,631.96
Furniture,Jacksonville,United States,Michael Kennedy,DAX,5/14/2021,US-2021-148901,32216,"DAX Copper Panel Document Frame, 5 x 7 Size",South,Corporate,5/19/2021,Standard Class,Florida,Furnishings,0.2,8.3028,3,30.192
Furniture,Cincinnati,United States,Logan Haushalter,GE,5/14/2021,US-2021-141019,45231,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",East,Consumer,5/14/2021,Same Day,Ohio,Furnishings,0.2,29.769,1,79.384
Office Supplies,Jacksonville,United States,Michael Kennedy,Dixon,5/14/2021,US-2021-148901,32216,Dixon Ticonderoga Pencils,South,Corporate,5/19/2021,Standard Class,Florida,Art,0.2,0.4172,2,4.768
Office Supplies,Jacksonville,United States,Michael Kennedy,GBC,5/14/2021,US-2021-148901,32216,GBC DocuBind P50 Personal Binding Machine,South,Corporate,5/19/2021,Standard Class,Florida,Binders,0.7,-44.1462,3,57.582
Office Supplies,Jacksonville,United States,Michael Kennedy,Avery,5/14/2021,US-2021-148901,32216,Avery Heavy-Duty EZD  Binder With Locking Rings,South,Corporate,5/19/2021,Standard Class,Florida,Binders,0.7,-9.8208,8,13.392
Office Supplies,Jacksonville,United States,Michael Kennedy,Wilson Jones,5/14/2021,US-2021-148901,32216,Wilson Jones International Size A4 Ring Binders,South,Corporate,5/19/2021,Standard Class,Florida,Binders,0.7,-7.612,2,10.38
Office Supplies,Jacksonville,United States,Michael Kennedy,Xerox,5/14/2021,US-2021-148901,32216,Xerox 23,South,Corporate,5/19/2021,Standard Class,Florida,Paper,0.2,10.8864,6,31.104
Technology,Yuma,United States,Tiffany House,Imation,5/14/2021,US-2021-108224,85364,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,West,Corporate,5/14/2021,Same Day,Arizona,Accessories,0.2,48.7011,7,185.528
Technology,Jacksonville,United States,Michael Kennedy,Other,5/14/2021,US-2021-148901,32216,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",South,Corporate,5/19/2021,Standard Class,Florida,Phones,0.2,4.36,5,43.6
Office Supplies,Jackson,United States,Steve Nguyen,Newell,5/15/2021,US-2021-146570,39212,Newell 344,South,Home Office,5/20/2021,Standard Class,Mississippi,Art,0,2.1684,3,8.34
Office Supplies,Jackson,United States,Steve Nguyen,Boston,5/15/2021,US-2021-146570,39212,Boston KS Multi-Size Manual Pencil Sharpener,South,Home Office,5/20/2021,Standard Class,Mississippi,Art,0,25.7488,4,91.96
Office Supplies,Fort Lauderdale,United States,Darren Powers,GBC,5/15/2021,US-2021-141180,33311,GBC Instant Report Kit,South,Consumer,5/19/2021,Second Class,Florida,Binders,0.7,-5.176,4,7.764
Office Supplies,Jackson,United States,Steve Nguyen,GBC,5/15/2021,US-2021-146570,39212,GBC DocuBind P50 Personal Binding Machine,South,Home Office,5/20/2021,Standard Class,Mississippi,Binders,0,240.5648,8,511.84
Office Supplies,New York City,United States,Thomas Thornton,Other,5/15/2021,US-2021-152408,10035,Binder Posts,East,Consumer,5/21/2021,Standard Class,New York,Binders,0.2,4.4772,3,13.776
Office Supplies,Springfield,United States,Michael Nguyen,TOPS,5/15/2021,US-2021-165673,45503,"TOPS Voice Message Log Book, Flash Format",East,Consumer,5/19/2021,Second Class,Ohio,Paper,0.2,5.5216,4,15.232
