Category;City;Country/Region;Customer Name;Manufacturer;Order Date;Order ID;Postal Code;Product Name;Region;Segment;Ship Date;Ship Mode;State;Sub-Category;Discount;Profit;Quantity;Sales
Furniture;Columbus;United States;Troy Blackwell;GE;20.03.2021;CA-2021-154214;47201;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;Central;Consumer;25.03.2021;Second Class;Indiana;Furnishings;0;1,3677;1;2,91
Office Supplies;Auburn;United States;Raymond Buch;Newell;1.04.2020;CA-2020-166674;13021;Newell 345;East;Consumer;3.04.2020;Second Class;New York;Art;0;15,4752;3;59,52
Office Supplies;Auburn;United States;Raymond Buch;Fellowes;1.04.2020;CA-2020-166674;13021;Fellowes Bankers Box Recycled Super Stor/Drawer;East;Consumer;3.04.2020;Second Class;New York;Storage;0;9,716400000;3;161,94
Office Supplies;Auburn;United States;Raymond Buch;Boston;1.04.2020;CA-2020-166674;13021;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;East;Consumer;3.04.2020;Second Class;New York;Art;0;71,2476;6;263,88
Office Supplies;Auburn;United States;Raymond Buch;Other;1.04.2020;CA-2020-166674;13021;50 Colored Long Pencils;East;Consumer;3.04.2020;Second Class;New York;Art;0;7,9248;3;30,48
Office Supplies;Auburn;United States;Raymond Buch;Newell;1.04.2020;CA-2020-166674;13021;Newell 342;East;Consumer;3.04.2020;Second Class;New York;Art;0;2,8536;3;9,84
Technology;Auburn;United States;Raymond Buch;Belkin;1.04.2020;CA-2020-166674;13021;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;East;Consumer;3.04.2020;Second Class;New York;Phones;0;9,1312;4;35,12
Furniture;Akron;United States;Ed Braxton;Chromcraft;20.10.2021;CA-2021-147277;44312;Chromcraft Rectangular Conference Tables;East;Corporate;24.10.2021;Standard Class;Ohio;Tables;0,4;-75,830400000;2;284,364
Office Supplies;Akron;United States;Ed Braxton;Other;20.10.2021;CA-2021-147277;44312;Deluxe Rollaway Locking File with Drawer;East;Corporate;24.10.2021;Standard Class;Ohio;Storage;0,2;66,5408;2;665,408
Technology;Norman;United States;Ken Heidel;Memorex;13.12.2020;CA-2020-100153;73071;Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive;Central;Corporate;17.12.2020;Standard Class;Oklahoma;Accessories;0;24,9132;4;63,88
Furniture;Concord;United States;Sanjit Chand;Global;12.02.2018;US-2018-110674;94521;Global Geo Office Task Chair, Gray;West;Consumer;18.02.2018;Standard Class;California;Chairs;0,2;-24,294;2;129,568
Furniture;Decatur;United States;Natalie Fritzler;Hon;26.09.2020;US-2020-157945;62521;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;Central;Consumer;1.10.2020;Standard Class;Illinois;Chairs;0,3;-96,114600000;3;747,558
Office Supplies;Decatur;United States;Natalie Fritzler;Staple envelope;26.09.2020;US-2020-157945;62521;Staple envelope;Central;Consumer;1.10.2020;Standard Class;Illinois;Envelopes;0,2;3,348;2;8,928
Office Supplies;Seattle;United States;Joseph Holt;3M;15.12.2019;CA-2019-109638;98115;3M Office Air Cleaner;West;Consumer;22.12.2019;Standard Class;Washington;Appliances;0;36,372;4;103,92
Technology;Seattle;United States;Joseph Holt;Logitech;15.12.2019;CA-2019-109638;98115;Logitech G700s Rechargeable Gaming Mouse;West;Consumer;22.12.2019;Standard Class;Washington;Accessories;0;377,9622;9;899,91
Office Supplies;Seattle;United States;Joseph Holt;Acco;15.12.2019;CA-2019-109638;98115;Acco D-Ring Binder w/DublLock;West;Consumer;22.12.2019;Standard Class;Washington;Binders;0,2;18,6006;3;51,312
Furniture;Phoenix;United States;Tanja Norvell;Eldon;22.04.2020;CA-2020-109869;85023;Eldon Wave Desk Accessories;West;Home Office;29.04.2020;Standard Class;Arizona;Furnishings;0,2;7,068;5;23,56
Furniture;Phoenix;United States;Tanja Norvell;Bush;22.04.2020;CA-2020-109869;85023;Bush Advantage Collection Racetrack Conference Table;West;Home Office;29.04.2020;Standard Class;Arizona;Tables;0,5;-814,4832;6;1272,63
Office Supplies;Phoenix;United States;Tanja Norvell;Poly;22.04.2020;CA-2020-109869;85023;Poly Designer Cover & Back;West;Home Office;29.04.2020;Standard Class;Arizona;Binders;0,7;-20,889;5;28,485
Office Supplies;Phoenix;United States;Tanja Norvell;Premier;22.04.2020;CA-2020-109869;85023;Premier Electric Letter Opener;West;Home Office;29.04.2020;Standard Class;Arizona;Supplies;0,2;-34,758;2;185,376
Office Supplies;Phoenix;United States;Tanja Norvell;Fellowes;22.04.2020;CA-2020-109869;85023;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;West;Home Office;29.04.2020;Standard Class;Arizona;Appliances;0,2;5,8704;2;78,272
Furniture;Park Ridge;United States;Joni Sundaresam;Eldon;17.01.2019;US-2019-101399;60068;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;Central;Home Office;24.01.2019;Standard Class;Illinois;Furnishings;0,6;-312,0614;7;254,744
Furniture;Amarillo;United States;David Smith;Bush;31.03.2021;CA-2021-154907;79109;Bush Mission Pointe Library;Central;Corporate;4.04.2021;Standard Class;Texas;Bookcases;0,32;-36,2352;2;205,3328
Office Supplies;Chicago;United States;Craig Carreira;Cardinal;16.12.2020;US-2020-100419;60610;Cardinal Hold-It CD Pocket;Central;Consumer;20.12.2020;Second Class;Illinois;Binders;0,8;-7,9002;3;4,788
Office Supplies;Lindenhurst;United States;Maya Herman;Other;20.12.2019;CA-2019-154144;11757;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;East;Corporate;24.12.2019;Standard Class;New York;Paper;0;26,6304;1;55,48
Office Supplies;San Francisco;United States;Jeremy Pistek;SAFCO;9.11.2018;CA-2018-144666;94110;SAFCO Boltless Steel Shelving;West;Consumer;11.11.2018;Second Class;California;Storage;0;3,409200000;3;340,92
Furniture;San Francisco;United States;Jeremy Pistek;Sauder;9.11.2018;CA-2018-144666;94110;Sauder Mission Library with Doors, Fruitwood Finish;West;Consumer;11.11.2018;Second Class;California;Bookcases;0,15;10,4784;2;222,666
Technology;San Francisco;United States;Jeremy Pistek;Samsung;9.11.2018;CA-2018-144666;94110;Samsung Galaxy Note 3;West;Consumer;11.11.2018;Second Class;California;Phones;0,2;87,996000000;4;703,968
Office Supplies;San Francisco;United States;Jeremy Pistek;Decoflex;9.11.2018;CA-2018-144666;94110;Decoflex Hanging Personal Folder File, Blue;West;Consumer;11.11.2018;Second Class;California;Storage;0;24,9804;6;92,52
Office Supplies;San Francisco;United States;Jeremy Pistek;Other;9.11.2018;CA-2018-144666;94110;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";West;Consumer;11.11.2018;Second Class;California;Paper;0;28,819;7;62,65
Office Supplies;San Francisco;United States;Jeremy Pistek;Xerox;9.11.2018;CA-2018-144666;94110;Xerox 1912;West;Consumer;11.11.2018;Second Class;California;Paper;0;45,528;5;94,85
Technology;Los Angeles;United States;Kristen Hastings;Cisco;12.07.2020;CA-2020-103891;90008;Cisco SPA525G2 IP Phone - Wireless;West;Corporate;19.07.2020;Standard Class;California;Phones;0,2;7,182;6;95,76
Furniture;Troy;United States;Jeremy Ellison;Electrix;27.10.2020;CA-2020-152632;12180;Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;East;Consumer;2.11.2020;Standard Class;New York;Furnishings;0;19,296;3;40,2
Office Supplies;New York City;United States;John Grady;Prang;26.06.2020;CA-2020-100790;10024;Prang Colored Pencils;East;Corporate;2.07.2020;Standard Class;New York;Art;0;6,615;5;14,7
Office Supplies;New York City;United States;John Grady;Fellowes;26.06.2020;CA-2020-100790;10024;Fellowes Strictly Business Drawer File, Letter/Legal Size;East;Corporate;2.07.2020;Standard Class;New York;Storage;0;84,51;5;704,25
Technology;San Diego;United States;Xylona Preis;Imation;6.10.2018;CA-2018-134677;92024;Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink;West;Consumer;10.10.2018;Standard Class;California;Accessories;0;1,9089;3;9,09
Office Supplies;New York City;United States;Erin Mull;Other;22.07.2018;CA-2018-127691;10024;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;East;Consumer;27.07.2018;Standard Class;New York;Art;0;1,6688;2;5,96
Technology;New York City;United States;Erin Mull;Logitech;22.07.2018;CA-2018-127691;10024;Logitech G602 Wireless Gaming Mouse;East;Consumer;27.07.2018;Standard Class;New York;Accessories;0;57,5928;2;159,98
Office Supplies;Los Angeles;United States;Michelle Tran;Other;10.06.2021;CA-2021-140963;90045;Alphabetical Labels for Top Tab Filing;West;Home Office;13.06.2021;First Class;California;Labels;0;14,8;2;29,6
Furniture;Los Angeles;United States;Michelle Tran;O'Sullivan;10.06.2021;CA-2021-140963;90045;O'Sullivan Living Dimensions 2-Shelf Bookcases;West;Home Office;13.06.2021;First Class;California;Bookcases;0,15;-30,245;5;514,165
Technology;Los Angeles;United States;Michelle Tran;Other;10.06.2021;CA-2021-140963;90045;iHome FM Clock Radio with Lightning Dock;West;Home Office;13.06.2021;First Class;California;Phones;0,2;17,4975;5;279,96
Technology;Chicago;United States;Sue Ann Reed;Apple;29.10.2018;CA-2018-154627;60610;Apple iPhone 5S;Central;Consumer;31.10.2018;First Class;Illinois;Phones;0,2;341,994;6;2735,952
Technology;Huntsville;United States;Carl Weiss;Square;9.06.2018;CA-2018-133753;77340;Square Credit Card Reader;Central;Home Office;13.06.2018;Second Class;Texas;Phones;0,2;0,5994;1;7,992
Technology;Huntsville;United States;Carl Weiss;Logitech;9.06.2018;CA-2018-133753;77340;Logitech M510 Wireless Mouse;Central;Home Office;13.06.2018;Second Class;Texas;Accessories;0,2;10,3974;2;63,984
Office Supplies;Huntsville;United States;Carl Weiss;Boston;9.06.2018;CA-2018-133753;77340;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;Central;Home Office;13.06.2018;Second Class;Texas;Art;0,2;6,1572;2;70,368
Office Supplies;Rochester;United States;Astrea Jones;Fellowes;14.09.2018;CA-2018-113362;14609;Fellowes Officeware Wire Shelving;East;Consumer;19.09.2018;Standard Class;New York;Storage;0;8,983000000;5;449,15
Office Supplies;Rochester;United States;Astrea Jones;Other;14.09.2018;CA-2018-113362;14609;Colored Envelopes;East;Consumer;19.09.2018;Standard Class;New York;Envelopes;0;5,0922;3;11,07
Technology;Seattle;United States;Sonia Sunley;Sony;9.05.2020;CA-2020-169166;98115;Sony Micro Vault Click 8 GB USB 2.0 Flash Drive;West;Consumer;14.05.2020;Standard Class;Washington;Accessories;0;13,1572;2;93,98
Furniture;Memphis;United States;Rose O'Brian;Balt;18.03.2020;US-2020-120929;38109;Balt Solid Wood Rectangular Table;South;Consumer;21.03.2020;Second Class;Tennessee;Tables;0,4;-94,941;3;189,882
Office Supplies;Fayetteville;United States;Maribeth Dona;Strathmore;27.12.2019;CA-2019-134782;72701;Strathmore #10 Envelopes, Ultimate White;South;Consumer;31.12.2019;Standard Class;Arkansas;Envelopes;0;51,6558;2;105,42
Office Supplies;Costa Mesa;United States;Sanjit Chand;Other;25.07.2020;CA-2020-126158;92627;Clear Mylar Reinforcing Strips;West;Consumer;31.07.2020;Standard Class;California;Binders;0,2;40,3704;8;119,616
Furniture;Costa Mesa;United States;Sanjit Chand;Howard Miller;25.07.2020;CA-2020-126158;92627;"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock";West;Consumer;31.07.2020;Standard Class;California;Furnishings;0;81,8432;4;255,76
Furniture;Costa Mesa;United States;Sanjit Chand;DMI;25.07.2020;CA-2020-126158;92627;DMI Arturo Collection Mission-style Design Wood Chair;West;Consumer;31.07.2020;Standard Class;California;Chairs;0,2;18,1176;2;241,568
Furniture;Costa Mesa;United States;Sanjit Chand;Deflect-o;25.07.2020;CA-2020-126158;92627;Deflect-O Glasstique Clear Desk Accessories;West;Consumer;31.07.2020;Standard Class;California;Furnishings;0;22,869;9;69,3
Office Supplies;Parker;United States;Maribeth Yedwab;Other;30.05.2020;US-2020-105578;80134;Vinyl Sectional Post Binders;West;Corporate;4.06.2020;Standard Class;Colorado;Binders;0,7;-15,08;2;22,62
Office Supplies;Parker;United States;Maribeth Yedwab;GBC;30.05.2020;US-2020-105578;80134;GBC Standard Therm-A-Bind Covers;West;Corporate;4.06.2020;Standard Class;Colorado;Binders;0,7;-11,9616;2;14,952
Furniture;Parker;United States;Maribeth Yedwab;Global;30.05.2020;US-2020-105578;80134;Global Troy Executive Leather Low-Back Tilter;West;Corporate;4.06.2020;Standard Class;Colorado;Chairs;0,2;50,098;2;801,568
Office Supplies;Parker;United States;Maribeth Yedwab;Storex;30.05.2020;US-2020-105578;80134;Storex Flexible Poly Binders with Double Pockets;West;Corporate;4.06.2020;Standard Class;Colorado;Binders;0,7;-1,9008;3;2,376
Office Supplies;Parker;United States;Maribeth Yedwab;Other;30.05.2020;US-2020-105578;80134;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;West;Corporate;4.06.2020;Standard Class;Colorado;Paper;0,2;11,8871;1;32,792
Office Supplies;New York City;United States;Ed Braxton;Avery;12.11.2021;CA-2021-134978;10024;Avery Durable Slant Ring Binders, No Labels;East;Corporate;15.11.2021;Second Class;New York;Binders;0,2;5,373;5;15,92
Office Supplies;Atlanta;United States;Christopher Martinez;Rogers;16.03.2019;CA-2019-145352;30318;Rogers Handheld Barrel Pencil Sharpener;South;Consumer;22.03.2019;Standard Class;Georgia;Art;0;0,7398;1;2,74
Office Supplies;Atlanta;United States;Christopher Martinez;Newell;16.03.2019;CA-2019-145352;30318;Newell 344;South;Consumer;22.03.2019;Standard Class;Georgia;Art;0;2,1684;3;8,34
Office Supplies;Atlanta;United States;Christopher Martinez;Other;16.03.2019;CA-2019-145352;30318;Personal File Boxes with Fold-Down Carry Handle;South;Consumer;22.03.2019;Standard Class;Georgia;Storage;0;11,685;3;46,74
Office Supplies;Atlanta;United States;Christopher Martinez;Fellowes;16.03.2019;CA-2019-145352;30318;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;South;Consumer;22.03.2019;Standard Class;Georgia;Binders;0;3177,475;5;6354,95
Furniture;Gladstone;United States;Lynn Smith;Executive Impressions;26.11.2021;CA-2021-135307;64118;Executive Impressions Supervisor Wall Clock;Central;Consumer;27.11.2021;First Class;Missouri;Furnishings;0;40,416;3;126,3
Technology;Gladstone;United States;Lynn Smith;SanDisk;26.11.2021;CA-2021-135307;64118;SanDisk Cruzer 32 GB USB Flash Drive;Central;Consumer;27.11.2021;First Class;Missouri;Accessories;0;12,1728;2;38,04
Office Supplies;Newark;United States;Luke Foster;Other;20.10.2020;CA-2020-106341;43055;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;East;Consumer;23.10.2020;First Class;Ohio;Art;0,2;0,7152;3;7,152
Office Supplies;Los Angeles;United States;Bradley Nguyen;Newell;21.12.2021;CA-2021-163405;90049;Newell 327;West;Consumer;25.12.2021;Standard Class;California;Art;0;1,7901;3;6,63
Office Supplies;Los Angeles;United States;Bradley Nguyen;Newell;21.12.2021;CA-2021-163405;90049;Newell 317;West;Consumer;25.12.2021;Standard Class;California;Art;0;1,7052;2;5,88
Technology;Great Falls;United States;Alan Dominguez;Canon;22.01.2021;CA-2021-127432;59405;Canon Image Class D660 Copier;West;Home Office;27.01.2021;Standard Class;Montana;Copiers;0;1379,977;5;2999,95
Office Supplies;Great Falls;United States;Alan Dominguez;Advantus;22.01.2021;CA-2021-127432;59405;Advantus Rolling Storage Box;West;Home Office;27.01.2021;Standard Class;Montana;Storage;0;13,8915;3;51,45
Office Supplies;Great Falls;United States;Alan Dominguez;Other;22.01.2021;CA-2021-127432;59405;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);West;Home Office;27.01.2021;Standard Class;Montana;Paper;0;5,382;2;11,96
Office Supplies;Great Falls;United States;Alan Dominguez;Tennsco;22.01.2021;CA-2021-127432;59405;Tennsco Single-Tier Lockers;West;Home Office;27.01.2021;Standard Class;Montana;Storage;0;56,301;3;1126,02
Technology;Houston;United States;Dean Braden;Verbatim;22.03.2019;CA-2019-157812;77041;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;Central;Consumer;26.03.2019;Standard Class;Texas;Accessories;0,2;5,2877;1;18,392
Office Supplies;Houston;United States;Dean Braden;Carina;22.03.2019;CA-2019-157812;77041;Carina Double Wide Media Storage Towers in Natural & Black;Central;Consumer;26.03.2019;Standard Class;Texas;Storage;0,2;-25,9136;2;129,568
Office Supplies;Houston;United States;Dean Braden;XtraLife;22.03.2019;CA-2019-157812;77041;XtraLife ClearVue Slant-D Ring Binders by Cardinal;Central;Consumer;26.03.2019;Standard Class;Texas;Binders;0,8;-21,168;9;14,112
Furniture;Detroit;United States;Matt Connell;Balt;23.01.2021;CA-2021-145142;48234;Balt Solid Wood Rectangular Table;Central;Corporate;25.01.2021;First Class;Michigan;Tables;0;21,098;2;210,98
Technology;Los Angeles;United States;Logan Haushalter;Motorola;21.05.2020;US-2020-139486;90032;Motorola HK250 Universal Bluetooth Headset;West;Consumer;23.05.2020;First Class;California;Phones;0,2;-12,4146;3;55,176
Technology;Los Angeles;United States;Logan Haushalter;Imation;21.05.2020;US-2020-139486;90032;Imation 16GB Mini TravelDrive USB 2.0 Flash Drive;West;Consumer;23.05.2020;First Class;California;Accessories;0;27,1666;2;66,26
Office Supplies;Lawrence;United States;Brian Dahlen;Other;26.12.2019;CA-2019-158792;01841;Staples;East;Consumer;2.01.2020;Standard Class;Massachusetts;Fasteners;0;10,434;5;22,2
Furniture;Lakeland;United States;Patricia Hirasaki;Global;21.10.2021;CA-2021-113558;33801;Global Commerce Series High-Back Swivel/Tilt Chairs;South;Home Office;26.10.2021;Standard Class;Florida;Chairs;0,2;42,747;3;683,952
Furniture;Lakeland;United States;Patricia Hirasaki;Eldon;21.10.2021;CA-2021-113558;33801;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;South;Home Office;26.10.2021;Standard Class;Florida;Furnishings;0,2;5,140800000;3;45,696
Office Supplies;Philadelphia;United States;Mike Gockenbach;Eldon;3.09.2019;US-2019-138303;19134;Eldon Gobal File Keepers;East;Consumer;7.09.2019;Standard Class;Pennsylvania;Storage;0,2;-7,2672;3;36,336
Office Supplies;Philadelphia;United States;Mike Gockenbach;Martin-Yale;3.09.2019;US-2019-138303;19134;Martin Yale Chadless Opener Electric Letter Opener;East;Consumer;7.09.2019;Standard Class;Pennsylvania;Supplies;0,2;-149,9058;1;666,248
Office Supplies;Philadelphia;United States;Mike Gockenbach;Other;3.09.2019;US-2019-138303;19134;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;East;Consumer;7.09.2019;Standard Class;Pennsylvania;Envelopes;0,2;19,692;6;52,512
Furniture;Los Angeles;United States;Karen Bern;SAFCO;7.11.2019;CA-2019-102848;90036;Safco Contoured Stacking Chairs;West;Corporate;9.11.2019;Second Class;California;Chairs;0,2;11,92;1;190,72
Furniture;Los Angeles;United States;Jasper Cacioppo;Tenex;7.09.2021;US-2021-129441;90032;Tenex Chairmats For Use With Carpeted Floors;West;Consumer;11.09.2021;Standard Class;California;Furnishings;0;2,397;3;47,94
Technology;Montgomery;United States;Rob Lucas;Panasonic;29.05.2020;CA-2020-168753;36116;Panasonic KX-TG9471B;South;Consumer;1.06.2020;Second Class;Alabama;Phones;0;274,386;5;979,95
Office Supplies;Montgomery;United States;Rob Lucas;Other;29.05.2020;CA-2020-168753;36116;Presstex Flexible Ring Binders;South;Consumer;1.06.2020;Second Class;Alabama;Binders;0;11,375;5;22,75
